User_ID,Age,Gender,Job_Type,Annual_Income,Marital_Status,Number_of_Dependents,Rent,EMI,Grocery,Food_Outside,Travel,Entertainment,Healthcare,Subscriptions,Education,Savings,Financial_Goal,Target_Monthly_Expense
217,43,Female,Salaried,401853.0,Single,2,10379.0,6184,5916.0,2335,54,1577,718,1256,1320,10767.0,None,29739
218,49,Male,Salaried,587159.0,Married,3,8838.0,8936,,2661,1466,1900,1138,497,1769,8486.0,Emergency Fund,32408
219,23,Female,Freelancer,285274.0,Single,3,16916.0,6431,2352.0,2387,2900,874,1938,862,974,2101.0,Education,35634
220,49,Other,Salaried,674416.0,Married,1,10823.0,7464,5611.0,59,2420,1273,1914,517,3058,8957.0,Education,33139
221,21,Female,Salaried,376951.0,Married,0,14371.0,13048,6457.0,1635,84,1953,2335,72,0,13537.0,Buy House,39924
222,28,Male,Salaried,544338.0,Single,1,14412.0,2665,8095.0,1179,2075,642,449,349,1450,11977.0,Buy House,31316
223,34,Female,Salaried,525587.0,Married,4,10652.0,15547,2932.0,2167,1753,2081,1097,109,3658,7766.0,Buy House,39996
224,55,Male,Self-Employed,656178.0,Single,0,4723.0,8696,4742.0,1344,1638,391,1406,669,3565,12401.0,Education,27174
225,41,Male,Salaried,489442.0,Single,3,10247.0,16075,4957.0,2309,1622,880,2949,414,1716,18213.0,Save for Trip,41169
226,22,Male,Salaried,480939.0,Single,2,14641.0,15445,4851.0,2357,1808,1534,121,1147,0,15242.0,Buy House,41189
227,51,Male,Self-Employed,887171.0,Single,4,13512.0,0,2490.0,1744,1470,1834,1687,974,4236,9266.0,Save for Trip,26851
228,23,Female,Salaried,656913.0,Single,1,2245.0,8735,6653.0,2280,902,1148,1416,524,1612,8088.0,Save for Trip,25515
229,39,Female,Salaried,487790.0,Single,3,16057.0,4075,6495.0,2376,1277,0,0,491,1262,9052.0,Buy House,31604
230,28,Female,Student,549833.0,Married,0,9232.0,7459,5565.0,2124,0,863,2241,627,2299,5491.0,Save for Trip,30061
231,33,Female,Salaried,929071.0,Married,0,14863.0,9830,4362.0,2356,2023,842,825,687,2338,14190.0,Save for Trip,38126
232,50,Female,Salaried,552967.0,Married,2,16075.0,13828,4677.0,2662,1998,911,2497,1166,1654,13120.0,Save for Trip,45468
233,26,Male,Salaried,462145.0,Single,3,14351.0,3660,4570.0,1634,3157,1857,834,642,2147,6063.0,Emergency Fund,32852
234,23,Male,Salaried,463001.0,Single,3,21411.0,18117,2914.0,1258,2112,218,1117,829,2500,14539.0,None,50476
235,33,Female,Self-Employed,490175.0,Single,4,16997.0,5676,6051.0,2347,1309,940,2479,634,133,14293.0,Buy House,36566
236,46,Male,Self-Employed,481100.0,Single,4,9733.0,2627,5036.0,1422,1987,882,964,971,1095,14079.0,Emergency Fund,24717
237,20,Female,Freelancer,344070.0,Single,0,10243.0,12380,6030.0,1990,1182,842,1957,1017,3128,12571.0,Buy House,38769
238,37,Male,Salaried,375160.0,Married,1,11624.0,8510,5388.0,1866,829,358,38,1156,3985,1834.0,None,33754
239,53,Male,Salaried,434136.0,Single,0,10243.0,16845,3492.0,3687,0,1163,1686,1078,3456,15777.0,Save for Trip,40760
240,36,Male,Freelancer,718314.0,Single,4,13848.0,4064,3612.0,2759,1888,730,1895,75,1073,360.0,Emergency Fund,29944
241,43,Male,,523753.0,Single,4,6331.0,8737,6971.0,3233,1999,534,2357,344,3215,5448.0,Buy House,33721
242,20,Male,Salaried,558568.0,Single,4,18911.0,13081,5840.0,2411,2795,658,1644,863,939,14227.0,Save for Trip,47142
243,36,Female,Salaried,854018.0,Single,0,12207.0,4617,4430.0,2287,2945,594,654,871,1299,13398.0,Education,29904
244,37,Male,Salaried,859001.0,Single,3,18766.0,13127,5841.0,2416,1847,327,1026,715,471,9157.0,Emergency Fund,44536
245,49,Female,Salaried,543575.0,Married,1,6082.0,9591,3693.0,1543,254,454,157,1088,1625,7030.0,Emergency Fund,24487
246,24,Male,Salaried,473827.0,Single,1,6100.0,3978,6629.0,859,298,0,1022,1251,1240,15360.0,Education,21336
247,58,Male,Salaried,427114.0,Married,4,17397.0,13053,2964.0,2581,1722,2230,1435,594,3708,14095.0,Save for Trip,45684
248,50,Male,Freelancer,738555.0,Single,2,8763.0,7214,5295.0,2511,2397,1135,1750,333,158,8728.0,None,29556
249,57,Female,Self-Employed,559059.0,Single,0,,12754,4795.0,3427,2459,925,515,931,2994,0.0,Education,35816
250,56,Male,Salaried,522701.0,Married,3,17820.0,5189,,2858,1066,1706,2195,618,4429,6189.0,Education,40901
251,35,Female,Salaried,437267.0,Single,4,7939.0,2192,5977.0,1564,0,1189,1405,160,1590,9760.0,Buy House,21416
252,57,Male,Freelancer,446067.0,Single,2,,6240,6502.0,886,294,1430,2205,886,4287,18635.0,Emergency Fund,34636
253,18,Female,Salaried,664012.0,Married,4,9293.0,7511,4382.0,2349,0,1119,2886,933,0,15043.0,None,27857
254,28,Male,Self-Employed,336912.0,Single,2,15789.0,8780,2013.0,2025,1835,2228,999,588,3984,6619.0,None,38241
255,45,Female,Salaried,798974.0,Single,1,13133.0,10135,2425.0,1439,1237,2805,1582,752,280,13591.0,None,33788
256,42,Female,Self-Employed,493231.0,Married,2,16556.0,15838,4427.0,2546,1201,2311,789,895,2102,13618.0,Emergency Fund,46665
257,40,Female,Salaried,570073.0,Married,1,6005.0,7586,5051.0,812,1978,0,1068,1240,93,7862.0,None,22669
258,48,Male,Salaried,332604.0,Single,1,13205.0,15127,5563.0,1381,1140,578,1147,985,2717,17084.0,Buy House,41843
259,47,Male,Salaried,597527.0,Single,0,12458.0,12099,5287.0,4852,3424,617,1269,350,5032,4855.0,Save for Trip,45388
260,59,Male,Salaried,534336.0,Married,2,8255.0,7676,6336.0,1016,1309,1936,1426,1245,1283,11662.0,Buy House,30482
261,52,Female,Salaried,589984.0,Single,3,6821.0,9227,7702.0,2442,0,718,2385,1311,0,6490.0,Save for Trip,30207
262,24,Female,Self-Employed,894342.0,Single,3,11564.0,9583,5144.0,3005,0,773,674,927,1435,4517.0,Emergency Fund,32058
263,33,Female,Salaried,635540.0,Single,2,10545.0,12103,5541.0,2847,2034,664,1439,1138,3354,3242.0,Education,39665
264,43,Male,,441068.0,Married,0,17899.0,12713,3852.0,2677,2134,774,2039,437,2639,10285.0,Education,45164
265,19,Male,Self-Employed,457736.0,Single,3,16129.0,2399,5082.0,2452,2115,984,2478,812,6409,11508.0,None,38860
266,18,Male,Self-Employed,719026.0,Married,4,8569.0,11915,5310.0,1984,189,1400,454,1056,2031,14653.0,None,32908
267,29,Other,Unemployed,859739.0,Single,3,10715.0,9631,5231.0,3437,615,932,2033,878,4068,8280.0,Emergency Fund,37540
268,22,Female,Self-Employed,656384.0,Single,0,14735.0,9571,3874.0,3382,3175,902,921,577,0,10132.0,Education,36424
269,54,Female,,737743.0,Married,1,15285.0,7468,5247.0,3004,1315,664,1775,498,4522,14117.0,Save for Trip,39778
270,49,Male,Self-Employed,721948.0,Married,1,17943.0,10815,5138.0,3600,881,1163,1450,887,1952,10618.0,Emergency Fund,43829
271,26,Female,Student,883813.0,Single,1,11681.0,11554,5475.0,2953,2885,0,1654,1027,1872,6505.0,Education,38791
272,58,Female,Freelancer,210082.0,Single,0,12796.0,8449,4399.0,1667,471,0,1905,456,0,6545.0,Save for Trip,29510
273,52,Male,Salaried,733444.0,Married,1,3099.0,12087,5016.0,1309,1084,298,816,638,1070,15745.0,None,25417
274,36,Female,Salaried,796747.0,Married,1,6449.0,5476,8266.0,2370,2738,1434,1769,1505,1578,14447.0,None,31585
275,33,Female,Salaried,332255.0,Single,0,16556.0,8047,5082.0,2291,2825,0,2060,993,2759,12899.0,Education,40444
276,20,Female,Self-Employed,422866.0,Single,4,,9444,6606.0,2463,2852,1669,1161,725,1810,15962.0,Save for Trip,33271
277,37,Female,Freelancer,429843.0,Married,3,3622.0,6762,7138.0,3533,2239,1081,665,1094,5298,12760.0,Emergency Fund,31432
278,41,Male,Self-Employed,454242.0,Married,0,15844.0,6676,2821.0,1622,3517,233,0,1022,0,23604.0,Education,30871
279,50,Male,Salaried,503657.0,Married,0,10026.0,4281,4701.0,1848,2442,1357,1297,869,2772,2065.0,Education,29593
280,41,Other,Freelancer,648521.0,Single,2,8026.0,9727,4769.0,2299,1831,344,2443,875,0,10403.0,Buy House,28462
281,28,Male,Freelancer,773135.0,Single,1,4605.0,15780,8021.0,1852,1512,1008,1181,601,1896,7054.0,Buy House,36456
282,25,Female,Salaried,816263.0,Married,4,4641.0,10409,7824.0,168,1197,638,1639,1083,2687,9751.0,Buy House,30286
283,53,Female,Self-Employed,432435.0,Single,2,9767.0,7329,2820.0,1539,260,1694,1706,560,1587,4422.0,Education,27262
284,55,Female,Salaried,431059.0,Single,4,11294.0,13263,3491.0,1016,0,1572,2645,1062,4135,,Save for Trip,37764
285,57,Other,Student,863164.0,Single,1,18219.0,7863,6838.0,3368,2453,1703,0,1083,3076,8186.0,Emergency Fund,44437
286,37,Male,Freelancer,729349.0,Single,1,11335.0,11001,4216.0,1173,1400,1870,2255,631,2627,14268.0,Emergency Fund,36508
287,52,Male,Self-Employed,616573.0,Single,1,10396.0,10241,5973.0,1958,643,1516,1517,294,2526,9229.0,None,35064
288,42,Male,Self-Employed,694667.0,Married,3,10553.0,2029,4672.0,2052,3531,1204,2241,1015,1014,15090.0,Education,28311
289,52,Male,Student,594039.0,Married,4,737.0,8401,3393.0,2499,2696,0,2097,1034,1618,7388.0,Buy House,22186
290,42,Male,Salaried,704917.0,Single,4,9550.0,16573,6957.0,2260,1343,1023,1058,931,5351,5937.0,Emergency Fund,45046
291,46,Male,,532787.0,Single,2,15173.0,5832,3909.0,2314,2069,0,2670,362,1615,8831.0,Save for Trip,33519
292,35,Female,Freelancer,653761.0,Single,0,12435.0,14373,4806.0,1120,1473,113,2891,890,384,11197.0,Save for Trip,38485
293,63,Female,Salaried,297891.0,Married,1,15879.0,12050,,1726,1136,1539,2447,1329,4310,17349.0,Education,43714
294,35,Male,Salaried,462443.0,Single,1,17410.0,6203,3334.0,613,2749,167,3116,1293,3532,13749.0,Save for Trip,38417
295,19,Male,Student,464598.0,Married,2,3774.0,8422,5089.0,2379,1770,1328,1347,1176,1780,14935.0,None,27065
296,52,Female,Freelancer,525122.0,Single,4,8748.0,4168,3573.0,1230,251,865,801,975,499,6948.0,Education,21110
297,33,Male,Salaried,414697.0,Single,3,17020.0,11802,7261.0,3349,1863,866,2074,952,4104,4382.0,Education,49291
298,58,Male,Salaried,493291.0,Married,4,12524.0,4219,6033.0,22,2134,752,1747,651,1453,5390.0,None,29535
299,53,Male,Salaried,297117.0,Single,3,11253.0,10012,6190.0,3924,3197,1346,1957,1300,3042,10746.0,None,42221
300,50,Female,Salaried,709740.0,Single,3,17168.0,15714,,2234,1790,777,1048,859,3499,,Save for Trip,47650
301,21,Male,Salaried,583497.0,Single,4,8041.0,5813,4602.0,1694,1558,696,2975,1149,1878,20306.0,Buy House,28406
302,50,Other,Freelancer,258958.0,Single,1,8342.0,9782,5666.0,2550,2014,1274,1648,713,3402,12059.0,Emergency Fund,35391
303,31,Male,Salaried,433034.0,Single,3,8014.0,2419,944.0,3462,447,942,579,984,1578,2804.0,Education,19369
304,38,Female,Salaried,667320.0,Single,2,5352.0,8568,4317.0,3886,4223,198,1640,767,990,9218.0,Education,29941
305,37,Male,Salaried,491396.0,Married,2,10892.0,4348,2269.0,1996,3465,933,1964,345,0,9991.0,Emergency Fund,25840
306,25,Male,Unemployed,460612.0,Married,3,12902.0,9379,5341.0,5,2468,92,781,573,3490,5182.0,Save for Trip,35031
307,24,Female,,585081.0,Married,1,6780.0,6258,3265.0,1916,1817,1000,1943,681,1352,13753.0,Emergency Fund,25012
308,20,Female,Salaried,668720.0,Single,3,11464.0,4437,4819.0,1470,123,1854,1611,1258,2189,10324.0,Buy House,29225
309,34,Female,Salaried,312730.0,Married,2,9010.0,7850,3669.0,2656,1528,343,641,468,2390,13800.0,Save for Trip,28555
310,50,Female,Self-Employed,710026.0,Single,2,11616.0,0,7141.0,1587,1999,1590,969,504,2298,9953.0,Education,25496
311,29,Female,,439941.0,Single,4,19222.0,4181,8392.0,868,475,1430,1617,582,1398,4998.0,Emergency Fund,38165
312,39,Female,Salaried,596414.0,Single,1,12430.0,17883,6375.0,1477,955,0,1539,1165,1314,11936.0,Emergency Fund,43063
313,39,Female,Salaried,592916.0,Married,4,12530.0,7481,6459.0,3366,1015,1072,69,757,2125,7086.0,Save for Trip,34874
314,63,Male,Salaried,494587.0,Single,0,22190.0,6494,4936.0,2130,875,1820,1871,765,0,4331.0,Education,39475
315,47,Male,Self-Employed,395268.0,Married,3,9463.0,9890,4058.0,2983,3186,582,1667,1043,0,9665.0,Emergency Fund,31438
316,55,Male,Self-Employed,542863.0,Single,4,15064.0,12637,2109.0,1586,1335,553,2123,1299,3044,20937.0,None,39750
317,55,Female,Salaried,925066.0,Single,1,9344.0,15000,5273.0,3177,2850,415,1909,1390,4337,,Emergency Fund,43695
318,62,Male,Salaried,327665.0,Single,3,15929.0,8204,4548.0,1131,1013,1173,1267,1266,2854,13646.0,Emergency Fund,37385
319,25,Male,Salaried,938463.0,Married,3,7476.0,7641,5337.0,1243,1155,0,1545,745,4406,4885.0,Buy House,29413
320,44,Female,Salaried,548056.0,Single,3,10326.0,10009,,3367,1546,161,3441,687,3056,12996.0,Buy House,36527
321,44,Female,Self-Employed,,Married,3,9194.0,8705,2763.0,3321,1706,389,873,753,2663,16685.0,Emergency Fund,30367
322,51,Female,Salaried,382658.0,Married,3,6782.0,7804,3262.0,93,448,0,1225,281,85,17623.0,Emergency Fund,19651
323,38,Male,Salaried,445746.0,Married,1,1368.0,10881,7297.0,2995,1855,0,881,378,2480,3515.0,Buy House,27973
324,47,Female,Salaried,499418.0,Single,0,14037.0,10821,7903.0,661,388,371,565,987,868,12278.0,None,36601
325,50,Male,Unemployed,390861.0,Married,2,8816.0,8710,2642.0,3064,3351,759,1183,340,0,11172.0,Education,28830
326,45,Male,Student,558216.0,Married,0,10642.0,18118,3994.0,3037,967,1894,1343,486,2946,20476.0,Save for Trip,43427
327,64,Male,Salaried,518597.0,Single,2,11352.0,16097,2380.0,3577,2365,1728,864,857,2335,8795.0,Emergency Fund,41555
328,50,Male,Salaried,970156.0,Married,4,4671.0,10693,5092.0,3704,939,1316,3544,482,2411,9009.0,Education,32852
329,22,Male,Salaried,366805.0,Single,3,10035.0,13104,5131.0,2236,2765,2488,1429,632,1574,14553.0,Emergency Fund,39394
330,36,Female,Salaried,620538.0,Single,4,3067.0,5773,4826.0,1752,1026,951,727,636,4517,12843.0,Buy House,23275
331,21,Male,Salaried,649569.0,Single,4,9702.0,8591,4244.0,1979,1446,1567,2205,74,3059,16953.0,Emergency Fund,32867
332,52,Female,Self-Employed,385936.0,Single,2,19491.0,11394,5368.0,1874,1258,710,745,782,975,2600.0,Education,42597
333,34,Female,Self-Employed,737365.0,Single,1,9310.0,14051,5977.0,1740,1205,1452,1364,689,1897,13109.0,Save for Trip,37685
334,61,Male,Student,520335.0,Single,3,6262.0,4333,6041.0,1813,32,549,175,731,0,14252.0,Buy House,19694
335,45,Female,Salaried,101522.0,Married,4,9549.0,5841,6830.0,3127,773,0,2037,384,155,12112.0,None,28383
336,47,Male,Freelancer,731970.0,Married,0,19842.0,8789,4476.0,705,1851,803,2016,542,1249,18389.0,Emergency Fund,40273
337,46,Female,Freelancer,376612.0,Married,3,9754.0,14574,4122.0,3080,2047,1910,1942,668,2277,6560.0,Save for Trip,40374
338,63,Male,Salaried,390445.0,Single,1,4251.0,8781,6429.0,1992,363,0,2090,472,2066,8278.0,Education,26203
339,23,Male,Salaried,737580.0,Married,3,2872.0,13083,4157.0,528,846,286,1271,644,1897,10233.0,Buy House,25584
340,52,Male,Salaried,,Single,4,9974.0,7835,4680.0,2594,1421,1169,2107,1542,0,15320.0,Save for Trip,28086
341,58,Female,Salaried,783554.0,Married,0,16066.0,11394,4179.0,447,1581,1407,3234,900,59,14773.0,None,39267
342,54,Female,Salaried,842033.0,Single,4,14205.0,4115,7547.0,2087,1883,1667,1810,666,1091,7078.0,Emergency Fund,35071
343,41,Male,,471014.0,Single,1,17489.0,5456,5877.0,4120,2542,1713,1512,769,2976,9014.0,Buy House,42454
344,46,Female,Salaried,,Married,2,15139.0,7467,3298.0,1552,1836,995,365,1166,1436,11517.0,Save for Trip,33254
345,63,Female,Student,448908.0,Single,0,12056.0,3680,4998.0,1626,495,127,1725,612,2114,12859.0,Education,27433
346,48,Female,Salaried,1046623.0,Single,1,0.0,3450,5608.0,2786,2195,1679,744,879,1501,12715.0,Education,17639
347,52,Female,Unemployed,461409.0,Married,1,,6662,3316.0,2635,2482,394,1506,1201,4254,629.0,None,41374
348,50,Female,Salaried,805217.0,Single,4,4716.0,2411,5531.0,2636,0,325,754,786,2404,,Emergency Fund,19483
349,38,Female,Freelancer,768758.0,Single,4,23553.0,7739,4774.0,1545,1970,2126,707,732,1519,6381.0,None,44665
350,49,Female,Salaried,663218.0,Single,4,,9341,3162.0,2475,2816,773,1422,1251,4181,6166.0,Save for Trip,33587
351,40,Male,Salaried,465891.0,Single,2,8373.0,4847,2980.0,1431,852,1178,2998,1107,1188,4206.0,Buy House,24954
352,50,Male,Student,569721.0,Single,3,9336.0,6781,,2467,2197,1652,989,959,1572,9961.0,Buy House,33006
353,20,Male,Salaried,169282.0,Married,3,12069.0,6670,3742.0,1870,800,1067,687,769,0,10050.0,Save for Trip,27447
354,35,Female,Self-Employed,644884.0,Single,4,5146.0,14355,6512.0,2764,1203,1068,3335,452,3095,7658.0,Buy House,37930
355,42,Female,Self-Employed,669923.0,Married,4,7576.0,8642,5985.0,2904,619,2122,1074,1410,1993,9167.0,Save for Trip,32325
356,59,Male,Salaried,626700.0,Single,2,16672.0,17028,4065.0,2435,2123,322,1370,1132,2816,,None,47963
357,48,Female,Salaried,5339.0,Single,3,18705.0,6350,5748.0,1231,2265,1105,1412,776,4115,780.0,Emergency Fund,41707
358,20,Male,Freelancer,346873.0,Married,2,6474.0,6340,5492.0,492,1920,1272,1914,1160,4699,12820.0,Education,29763
359,57,Male,Salaried,450382.0,Married,1,13668.0,12600,6360.0,867,2094,0,686,1103,1496,9947.0,Education,38350
360,63,Other,Self-Employed,658332.0,Married,3,9383.0,0,5262.0,1027,2224,502,1317,617,2312,15261.0,Education,20559
361,41,Male,Student,657868.0,Married,4,14511.0,11122,4502.0,4992,2860,112,1820,717,2315,10540.0,Buy House,42951
362,49,Male,Salaried,565955.0,Single,0,7513.0,7629,6986.0,2659,925,1627,1522,1034,2420,7331.0,None,32315
363,64,Female,Salaried,727049.0,Single,1,15656.0,8453,6096.0,2226,0,1068,832,537,1925,17091.0,None,35762
364,39,Female,Freelancer,394752.0,Married,0,11334.0,6658,4035.0,1447,1091,886,616,1007,3787,7654.0,Education,30861
365,40,Male,Salaried,722047.0,Single,2,9539.0,10360,4735.0,2938,1099,842,1914,732,1397,16544.0,None,33556
366,19,Female,Salaried,694948.0,Single,2,11814.0,614,6950.0,1807,2321,1779,1202,574,4789,18167.0,Save for Trip,31850
367,44,Female,Salaried,675511.0,Single,2,19222.0,5025,7248.0,2342,0,921,2549,520,1406,8031.0,Education,38480
368,59,Male,Self-Employed,563592.0,Married,4,11528.0,15837,4733.0,2599,1770,1210,1420,732,891,13898.0,Education,40720
369,19,Male,Salaried,966149.0,Single,2,13425.0,8256,5731.0,2417,2843,430,1861,892,824,13542.0,Emergency Fund,36679
370,43,Female,Salaried,698639.0,Single,0,12449.0,3270,5541.0,2068,1513,1616,2008,624,1220,10126.0,Education,30309
371,34,Male,Freelancer,406333.0,Single,1,12471.0,8248,3350.0,985,2069,1734,1850,693,1986,13078.0,Buy House,33386
372,57,Female,Salaried,649661.0,Married,4,18090.0,10989,5765.0,2060,792,0,866,855,0,6937.0,Save for Trip,38839
373,50,Female,Salaried,,Single,1,16162.0,8387,1772.0,3086,2220,634,2184,1668,0,13693.0,None,35411
374,26,Other,Unemployed,482378.0,Single,2,5199.0,7549,6365.0,2754,1410,311,2117,898,769,8882.0,Buy House,27372
375,60,Male,Self-Employed,817854.0,Married,3,14743.0,5639,5781.0,2318,933,1137,1005,924,2201,7951.0,Save for Trip,34681
376,56,Other,Freelancer,676407.0,Married,4,20061.0,2937,461.0,2815,1558,1093,1134,800,2293,3090.0,Emergency Fund,33152
377,46,Male,Salaried,131504.0,Married,2,10836.0,518,3553.0,802,2340,1429,1680,1434,1597,14824.0,Education,24189
378,59,Male,Freelancer,659934.0,Married,4,16274.0,4675,2358.0,1840,1390,522,1964,208,2180,5521.0,None,31411
379,43,Male,Salaried,518794.0,Single,3,0.0,13253,3462.0,1959,1334,936,1174,473,1490,,Education,22255
380,52,Male,,707436.0,Single,0,7169.0,6301,5201.0,929,1453,707,1694,549,1112,10308.0,Buy House,25115
381,42,Female,Salaried,788843.0,Single,0,23975.0,7349,7613.0,2515,1771,27,966,1065,3053,16325.0,Education,48334
382,41,Male,Salaried,639032.0,Married,0,15816.0,1910,5775.0,2683,1707,194,1393,664,2283,7530.0,Save for Trip,32425
383,30,Male,Freelancer,933050.0,Single,3,13091.0,8026,4430.0,2164,1695,0,1384,1041,2566,4038.0,Education,34029
384,24,Female,Salaried,564259.0,Married,1,21203.0,6386,6076.0,2201,281,1883,3213,30,1983,6307.0,Education,43256
385,53,Male,Self-Employed,724964.0,Married,3,6446.0,6667,5930.0,1405,1354,124,2226,897,2267,14759.0,Emergency Fund,27316
386,62,Female,Freelancer,760989.0,Single,3,18346.0,5623,7170.0,1415,2763,727,1413,430,2849,16536.0,Education,40736
387,37,Male,Self-Employed,580531.0,Single,2,7713.0,5679,6256.0,638,2078,2080,1601,1064,4903,15783.0,Emergency Fund,32012
388,18,Female,Salaried,755755.0,Single,0,12473.0,7027,5008.0,1815,2706,617,1103,476,1328,9781.0,Buy House,32553
389,25,Female,Self-Employed,481065.0,Single,4,3876.0,7874,2741.0,1403,1914,1598,1293,564,1090,,Emergency Fund,22353
390,63,Male,Salaried,515486.0,Single,1,10082.0,0,7024.0,1197,1718,704,1557,386,4128,3072.0,Emergency Fund,25757
391,33,Male,Salaried,337502.0,Married,4,18618.0,1276,4814.0,2055,2940,1197,1100,466,1058,11213.0,Buy House,33524
392,31,Male,Unemployed,,Single,2,9447.0,5890,3667.0,1629,1058,810,1832,788,1986,8462.0,Emergency Fund,27107
393,29,Female,Salaried,665050.0,Single,2,14465.0,11689,2024.0,593,1002,128,1848,690,1109,10963.0,Education,33548
394,40,Male,Salaried,835853.0,Single,1,9566.0,2335,3276.0,1446,3236,2324,3405,580,3509,8059.0,Buy House,29677
395,32,Male,Student,758228.0,Married,4,14153.0,10322,5604.0,1868,2405,1689,0,326,1528,5123.0,Buy House,37575
396,45,Male,Salaried,543041.0,Married,1,15724.0,14627,4416.0,903,1218,844,1272,578,743,15668.0,Emergency Fund,40325
397,51,Male,Self-Employed,364364.0,Married,1,8610.0,6933,6488.0,2351,866,344,904,1119,1203,4844.0,Emergency Fund,28818
398,19,Female,Salaried,686570.0,Married,0,7673.0,6205,7429.0,2076,469,391,0,843,3065,14144.0,Save for Trip,27592
399,49,Female,Salaried,822151.0,Single,4,9989.0,10151,1798.0,1125,1182,775,1793,914,2039,14922.0,Buy House,29766
400,40,Male,Salaried,751037.0,Single,0,9880.0,8436,3473.0,2780,2423,326,1364,1215,2003,7018.0,None,31900
401,39,Male,Salaried,816896.0,Single,0,1880.0,5510,5208.0,3387,0,979,2074,1071,2685,14250.0,Education,22121
402,42,Female,Salaried,557622.0,Single,0,13675.0,9090,7220.0,1929,2595,1881,2136,1174,223,13712.0,Emergency Fund,39923
